Customer_ID,Age,Gender,Marital_Status,Number_of_Children,Education_Level,Annual_Income,Number_of_Accounts,Total_Credit_Line
9154983,44,Male,Married,2,Master's Degree,111904.0,4,313178.6528623585
4762708,47,Male,Married,1,High School,71552.0,3,78075.95854057628
7762983,71,Male,Single,2,Bachelor's Degree,102336.0,3,117780.8734158886
1112536,79,Male,Single,3,Bachelor's Degree,105664.0,4,246571.88954686117
5248351,22,Female,Single,1,High School,61152.0,2,25653.801933481034
6278032,59,Female,Married,1,High School,76544.0,3,72773.35257232298
5075853,35,Male,Married,0,Bachelor's Degree,87360.0,2,39242.247063453295
2180031,53,Male,Married,2,High School,74048.0,4,166107.72383981658
7278667,57,Female,Married,2,Bachelor's Degree,96512.0,4,309943.4084364945
4854172,77,Female,Married,2,High School,84032.0,4,185793.35258018388
8377073,64,Female,Single,1,Bachelor's Degree,99424.0,2,30241.707648913627
9582206,25,Female,Married,0,High School,62400.0,2,36654.388855294994
4137857,73,Male,Single,0,High School,82368.0,1,15014.235841306447
1829289,63,Female,Single,2,High School,78208.0,3,61696.3813056232
5238211,28,Female,Single,0,Master's Degree,105248.0,1,16366.519611255737
5124664,55,Male,Married,1,High School,74880.0,3,79329.17598576922
7754260,47,Male,Single,0,High School,71552.0,1,10370.534435990801
8368067,54,Female,Single,1,High School,74464.0,2,51799.74810154074
7840784,45,Female,Married,1,High School,70720.0,3,126633.63001713339
2555440,63,Male,Married,1,High School,78208.0,3,144686.0357932893
8777218,30,Female,Single,0,Bachelor's Degree,85280.0,1,11307.495637068036
6323753,24,Female,Married,0,Master's Degree,103584.0,2,50906.585320753264
7279411,46,Female,Single,2,Bachelor's Degree,91936.0,3,106583.830878366
1906189,75,Male,Single,3,High School,83200.0,4,228337.4915909678
2239612,35,Male,Single,1,Bachelor's Degree,87360.0,2,29835.71195674006
4632224,44,Male,Married,1,High School,70304.0,3,100985.40379782509
5185524,21,Male,Single,3,High School,60736.0,4,69413.77490883048
6104700,50,Female,Married,2,Bachelor's Degree,93600.0,4,215815.5596467865
3049131,59,Female,Married,3,High School,76544.0,5,355537.0154848117
1123264,61,Female,Single,0,High School,77376.0,1,13112.59329447915
4728198,43,Male,Single,1,Bachelor's Degree,90688.0,2,41245.39100867402
3760142,74,Female,Single,2,High School,82784.0,3,76811.20936835892
3611667,37,Female,Married,1,High School,67392.0,3,42847.63499277099
8828411,32,Female,Married,0,High School,65312.0,2,28606.074291988938
4907933,48,Male,Single,1,Master's Degree,113568.0,2,66398.68557802442
1721456,39,Female,Married,1,High School,68224.0,3,144828.94194545425
3184632,38,Male,Single,3,No Education,47008.0,4,90110.97609960393
9159120,57,Male,Married,3,Bachelor's Degree,96512.0,5,274752.5964126513
8827956,41,Male,Single,2,High School,69056.0,3,89218.2396762241
3895455,50,Female,Single,2,Bachelor's Degree,93600.0,3,84431.39698072607
3950557,33,Female,Single,1,Bachelor's Degree,86528.0,2,37702.50578824756
3327805,67,Male,Married,3,High School,79872.0,5,306796.75897186785
8101743,67,Male,Single,4,No Education,59072.0,5,323608.20829284884
7395493,69,Female,Married,1,High School,80704.0,3,58525.857794191536
6991431,61,Male,Single,3,High School,77376.0,4,140881.0129168731
6355507,51,Male,Married,2,No Education,52416.0,4,163053.77384263158
8146514,80,Female,Single,1,High School,85280.0,2,28617.319514988663
6884252,54,Female,Married,0,High School,74464.0,2,32165.49839658333
2272598,79,Male,Single,2,Bachelor's Degree,105664.0,3,53191.80755138172
8999338,29,Male,Single,1,High School,64064.0,2,36104.13621794713
9391199,46,Male,Single,2,Ph.D.,133536.0,3,205139.42736158508
2602896,46,Male,Single,2,Bachelor's Degree,91936.0,3,72308.80259427024
2989003,40,Female,Married,2,Master's Degree,110240.0,4,205580.21879328933
8855938,27,Male,Married,0,Bachelor's Degree,84032.0,2,55575.578332713965
7934785,29,Female,Single,0,High School,64064.0,1,7314.651028180238
9882570,77,Female,Single,2,Bachelor's Degree,104832.0,3,112081.86796753816
4094023,64,Female,Single,2,Bachelor's Degree,99424.0,3,117647.28485194263
4459542,54,Male,Single,3,High School,74464.0,4,158153.63269367508
3005534,63,Female,Single,0,High School,78208.0,1,13480.587733117452
3878872,21,Female,Single,2,High School,60736.0,3,58544.01055343861
4567394,36,Male,Married,0,High School,66976.0,2,33930.458396596514
5773589,23,Female,Single,1,High School,61568.0,2,22813.37688110184
6836406,64,Female,Married,3,High School,78624.0,5,248697.114461753
9044383,78,Female,Single,2,Bachelor's Degree,105248.0,3,119891.75344320512
5295106,53,Male,Married,0,High School,74048.0,2,45061.3997670119
8192203,44,Male,Married,2,Bachelor's Degree,91104.0,4,279880.94615633925
9383923,79,Male,Married,2,Master's Degree,126464.0,4,244106.61339577098
6396840,27,Female,Single,1,Bachelor's Degree,84032.0,2,42847.39543399126
6028478,46,Male,Single,0,High School,71136.0,1,11412.022614669882
5543450,52,Female,Married,0,Master's Degree,115232.0,2,59675.176834729944
3697843,41,Male,Married,2,High School,69056.0,4,121798.09391802308
6745162,64,Male,Single,2,Bachelor's Degree,99424.0,3,109498.97312351869
1214820,37,Female,Married,2,Master's Degree,108992.0,4,312322.2335628279
8771108,73,Female,Single,2,High School,82368.0,3,139583.76161315182
2968021,76,Female,Single,2,Master's Degree,125216.0,3,190030.059383467
9568992,79,Male,Single,1,Master's Degree,126464.0,2,43238.874721064756
3498056,26,Female,Single,1,High School,62816.0,2,33059.017115542985
7881513,65,Female,Married,2,High School,79040.0,4,223368.60250420962
3087971,29,Male,Single,0,Master's Degree,105664.0,1,19951.663305407455
1331990,75,Male,Single,4,Bachelor's Degree,104000.0,5,292170.73303160566
7849913,65,Female,Married,2,Bachelor's Degree,99840.0,4,204579.05586756847
4586824,53,Female,Single,3,Bachelor's Degree,94848.0,4,207356.62359905598
1133869,80,Female,Single,2,High School,85280.0,3,82759.06167062302
1644862,39,Female,Married,0,Bachelor's Degree,89024.0,2,49861.99714451664
1898910,46,Male,Married,4,Bachelor's Degree,91936.0,6,241584.52695531867
3636824,54,Male,Married,1,High School,74464.0,3,110819.95950920568
9953367,49,Male,Married,2,Bachelor's Degree,93184.0,4,144926.5671647016
3285157,20,Male,Married,0,High School,60320.0,2,37334.05333720051
1815405,27,Female,Single,2,Bachelor's Degree,84032.0,3,100869.0844245169
3654420,44,Female,Married,1,High School,70304.0,3,90396.54642678713
8295601,22,Male,Single,2,Bachelor's Degree,81952.0,3,58225.44800763432
2728603,44,Male,Single,4,High School,70304.0,5,143106.0521237454
1430424,78,Male,Married,2,Ph.D.,146848.0,4,458815.4531794948
1097130,46,Female,Married,4,High School,71136.0,6,387159.7261586056
4643867,61,Female,Single,1,High School,77376.0,2,34775.26404857725
4337024,30,Male,Single,0,High School,64480.0,1,10093.829136763414
6500483,72,Male,Single,3,High School,81952.0,4,325874.4733981789
3611335,45,Female,Single,0,Bachelor's Degree,91520.0,1,17718.410920649745
1553657,41,Female,Married,2,High School,69056.0,4,202914.29629336076
4271774,72,Female,Single,2,Master's Degree,123552.0,3,96171.53386827251
6857973,54,Male,Single,3,High School,74464.0,4,118445.62697294797
5615976,79,Male,Married,2,Master's Degree,126464.0,4,208711.59610603584
3419032,24,Male,Single,3,Master's Degree,103584.0,4,242190.225560938
3055387,42,Male,Single,3,High School,69472.0,4,132173.41970647138
8958323,57,Female,Married,3,Bachelor's Degree,96512.0,5,278087.66223874403
2485278,25,Male,Single,0,Bachelor's Degree,83200.0,1,11647.904313049903
3594614,20,Female,Single,0,Bachelor's Degree,81120.0,1,11576.440307457256
9807349,61,Male,Married,1,Bachelor's Degree,98176.0,3,55366.582563863834
1868143,47,Male,Married,2,Bachelor's Degree,92352.0,4,247110.50006290135
6202315,75,Female,Single,2,Bachelor's Degree,104000.0,3,127902.29911507934
4545734,74,Female,Single,2,Ph.D.,145184.0,3,88970.1658307383
5116363,29,Female,Married,1,High School,64064.0,3,73370.29960050773
8319185,43,Male,Married,0,High School,69888.0,2,38634.50119804521
3799363,61,Female,Married,1,High School,77376.0,3,60623.36148963084
3674303,20,Male,Single,2,Master's Degree,101920.0,3,89036.29925653206
9431107,45,Female,Single,1,Bachelor's Degree,91520.0,2,55159.29649128596
4284497,51,Female,Married,4,Bachelor's Degree,94016.0,6,378473.5131024278
9732649,69,Female,Single,0,High School,80704.0,1,10783.072248534914
7301622,66,Female,Single,0,No Education,58656.0,1,7319.136913791926
8581709,36,Male,Single,0,Bachelor's Degree,87776.0,1,12947.767436715125
4267833,46,Female,Married,1,Bachelor's Degree,91936.0,3,85702.82462783276
9477270,77,Male,Married,1,No Education,63232.0,3,63113.95150240031
5042500,43,Female,Married,2,Bachelor's Degree,90688.0,4,193446.41950131164
3000135,48,Male,Married,2,Bachelor's Degree,92768.0,4,202675.53309365522
8592679,34,Male,Married,3,High School,66144.0,5,261712.31317757524
1123984,66,Male,Married,3,Bachelor's Degree,100256.0,5,574293.884553484
5216459,55,Female,Married,3,High School,74880.0,5,379057.6550868008
5717517,65,Male,Married,1,High School,79040.0,3,67199.76402919683
5402218,27,Male,Single,0,No Education,42432.0,1,8117.837230185085
4526440,58,Female,Single,2,High School,76128.0,3,56761.338857903815
8086299,55,Male,Married,3,Ph.D.,137280.0,5,573590.6901863829
2480905,33,Female,Single,0,High School,65728.0,1,12039.286169248171
3440432,56,Female,Single,1,High School,75296.0,2,45020.84348888723
2568685,33,Female,Married,1,Ph.D.,128128.0,3,212284.71534185152
1687439,30,Male,Single,0,No Education,43680.0,1,4965.240305199738
5377193,47,Female,Married,4,High School,71552.0,6,592245.0563915621
9880144,75,Male,Married,1,Bachelor's Degree,104000.0,3,85001.64862421673
9298957,63,Male,Married,1,No Education,57408.0,3,98459.32975363862
3467965,28,Female,Single,2,Master's Degree,105248.0,3,151351.77438766765
3201493,46,Female,Single,4,High School,71136.0,5,185638.11315731728
1750180,46,Male,Married,2,Master's Degree,112736.0,4,335057.78666774824
7134915,45,Female,Married,2,No Education,49920.0,4,94438.45236103453
9409962,48,Female,Married,0,High School,71968.0,2,32030.470448593493
7428273,71,Male,Married,2,Master's Degree,123136.0,4,393704.0218298853
3499778,61,Male,Single,1,High School,77376.0,2,35782.65278716871
1006235,75,Female,Married,1,High School,83200.0,3,68142.78686282171
6528522,23,Female,Single,0,High School,61568.0,1,10476.332948537596
2970468,70,Male,Married,2,High School,81120.0,4,200366.33676429378
5300934,24,Male,Single,1,Bachelor's Degree,82784.0,2,43101.80221008789
7418211,35,Female,Married,1,Bachelor's Degree,87360.0,3,115540.21356425648
2729620,37,Female,Married,2,High School,67392.0,4,161761.8423883589
2081945,59,Male,Married,0,Bachelor's Degree,97344.0,2,52237.36309848937
6185359,32,Male,Married,0,High School,65312.0,2,27544.53833343744
7175840,48,Female,Married,1,No Education,51168.0,3,39826.625775719775
3678885,30,Male,Married,2,Bachelor's Degree,85280.0,4,191963.57112852286
4601836,41,Male,Married,2,High School,69056.0,4,112910.05268351139
1154511,33,Female,Single,0,High School,65728.0,1,7366.9922292661895
8647561,67,Male,Single,2,High School,79872.0,3,92341.55541459924
9010052,28,Male,Single,1,High School,63648.0,2,21541.530715630124
6926710,20,Male,Married,2,Bachelor's Degree,81120.0,4,234345.62847898618
2464797,57,Female,Married,3,No Education,54912.0,5,171451.81843600798
9693828,61,Female,Single,3,Master's Degree,118976.0,4,332085.14261515136
4381358,51,Male,Married,1,Master's Degree,114816.0,3,74614.69864091734
5178715,20,Female,Single,0,High School,60320.0,1,10537.267446016664
1994831,78,Female,Married,1,High School,84448.0,3,89783.05815363824
9065091,26,Male,Single,0,High School,62816.0,1,7902.1217759492265
5008711,80,Female,Single,3,Master's Degree,126880.0,4,225863.9325353005
9796678,37,Male,Single,1,High School,67392.0,2,45466.6100936516
7094664,71,Male,Single,2,High School,81536.0,3,103150.02340068975
7978733,57,Female,Married,2,No Education,54912.0,4,202038.33339622794
2423286,76,Male,Married,2,High School,83616.0,4,186070.4852919759
8276082,53,Male,Married,1,High School,74048.0,3,77244.4008927081
3509869,66,Male,Married,2,High School,79456.0,4,269816.4885843887
3951202,71,Female,Married,1,High School,81536.0,3,122266.37224027576
9594175,37,Male,Married,0,High School,67392.0,2,37763.51983720304
6457818,32,Female,Married,0,No Education,44512.0,2,18579.317981194672
5118840,58,Male,Single,4,Bachelor's Degree,96928.0,5,753555.9033392279
9828102,31,Male,Married,2,High School,64896.0,4,201994.4645941407
7572286,44,Male,Married,4,Bachelor's Degree,91104.0,6,693373.2270791404
4024622,41,Male,Single,3,High School,69056.0,4,152615.8658648964
4877398,69,Female,Married,0,High School,80704.0,2,27917.741577804685
9699133,41,Female,Married,1,Bachelor's Degree,89856.0,3,54095.31507055893
6264167,66,Female,Single,1,Ph.D.,141856.0,2,98264.91167503709
8429038,48,Male,Married,2,Bachelor's Degree,92768.0,4,367059.4493319975
3460783,31,Male,Married,0,Bachelor's Degree,85696.0,2,43808.49565736807
7000456,77,Male,Single,3,High School,84032.0,4,167913.6732744839
1568079,62,Male,Married,0,High School,77792.0,2,39587.7109317938
5594829,62,Female,Married,4,High School,77792.0,6,761120.8853334205
9040501,26,Female,Single,2,Ph.D.,125216.0,3,137794.22235138502
5696337,24,Male,Single,0,Bachelor's Degree,82784.0,1,13870.997389692602
1893885,27,Female,Single,1,High School,63232.0,2,21712.955486925952
6184150,38,Female,Married,3,High School,67808.0,5,395160.7288641585
2426643,38,Male,Single,0,No Education,47008.0,1,7909.898273652829
6331877,64,Male,Married,1,High School,78624.0,3,52262.788594868085
4202929,64,Male,Married,3,Master's Degree,120224.0,5,416299.5463090106
3849539,42,Female,Married,1,No Education,48672.0,3,53290.00081327474
8583780,49,Male,Married,3,Bachelor's Degree,93184.0,5,537055.8988040076
5405009,67,Male,Single,3,High School,79872.0,4,170604.4625118039
5214464,74,Male,Single,1,Bachelor's Degree,103584.0,2,50688.08883577951
7394342,35,Female,Married,1,No Education,45760.0,3,30594.792977247256
8116046,21,Female,Married,1,High School,60736.0,3,86336.66147907592
8412946,30,Male,Single,0,Bachelor's Degree,85280.0,1,13622.59554599526
2139231,63,Male,Married,4,No Education,57408.0,6,510785.01783010695
9911007,65,Female,Married,2,No Education,58240.0,4,75450.42746199867
7923140,21,Male,Married,1,Bachelor's Degree,81536.0,3,77729.29777512173
7096445,45,Male,Married,1,High School,70720.0,3,78672.64920494493
5101611,51,Male,Married,3,Bachelor's Degree,94016.0,5,306677.5980175177
9971902,21,Male,Single,2,High School,60736.0,3,81609.50448449602
5533643,72,Male,Married,3,No Education,61152.0,5,184387.28565235704
7307053,67,Male,Married,2,No Education,59072.0,4,96960.35804129491
2983532,47,Female,Married,3,High School,71552.0,5,192304.29337892696
1077301,59,Female,Married,3,High School,76544.0,5,464006.8872577079
8344975,20,Male,Married,2,High School,60320.0,4,178826.1736531377
2652995,39,Male,Married,0,Bachelor's Degree,89024.0,2,39156.85736312439
6333213,33,Male,Married,1,Bachelor's Degree,86528.0,3,135532.40122089017
9886187,55,Male,Married,4,Ph.D.,137280.0,6,1698124.6693717174
2750197,37,Male,Married,1,Master's Degree,108992.0,3,94995.01167419725
6898581,38,Male,Married,1,High School,67808.0,3,73044.55928768654
1398497,44,Male,Married,3,High School,70304.0,5,286011.80141072115
4206736,40,Female,Married,1,High School,68640.0,3,71437.7224202401
1535866,63,Female,Single,3,High School,78208.0,4,168533.16739482214
2855052,66,Female,Married,3,High School,79456.0,5,261789.36515841534
5097418,28,Female,Single,0,Bachelor's Degree,84448.0,1,16571.95830970601
9142529,51,Female,Single,3,High School,73216.0,4,152023.87118887735
7861113,43,Male,Married,2,Bachelor's Degree,90688.0,4,121368.27084492253
8207615,72,Female,Single,2,High School,81952.0,3,86078.89873180407
4623497,65,Female,Married,2,Ph.D.,141440.0,4,345646.7706871482
1255088,38,Female,Married,1,No Education,47008.0,3,34778.33486156703
1293820,26,Female,Single,0,No Education,42016.0,1,6484.468146742953
3722166,20,Female,Married,2,High School,60320.0,4,119576.30064209382
4467701,22,Male,Single,0,High School,61152.0,1,7013.388221933331
2630779,66,Female,Married,1,Bachelor's Degree,100256.0,3,94323.73860803212
1713982,22,Male,Single,0,High School,61152.0,1,7220.372226901069
3043013,39,Male,Married,0,Bachelor's Degree,89024.0,2,52046.41062185628
5335885,29,Male,Single,3,High School,64064.0,4,155896.79564728093
2275228,53,Male,Married,0,High School,74048.0,2,27999.76265276685
3628985,23,Female,Single,0,Bachelor's Degree,82368.0,1,15173.410462951724
6102472,46,Female,Married,4,Bachelor's Degree,91936.0,6,683073.5391831623
7811351,28,Female,Single,0,High School,63648.0,1,10688.457725867673
6511923,23,Female,Single,2,Bachelor's Degree,82368.0,3,109662.67095151058
4237436,27,Male,Single,0,Master's Degree,104832.0,1,12570.725441918708
7236503,33,Female,Married,3,High School,65728.0,5,292943.79526507086
5882693,50,Female,Married,2,Bachelor's Degree,93600.0,4,198632.68002886564
8068498,62,Male,Single,0,High School,77792.0,1,13821.444161486193
1426365,63,Male,Single,1,High School,78208.0,2,41510.5739465843
6387964,74,Male,Single,2,High School,82784.0,3,59439.02290417895
3475078,54,Female,Single,0,Bachelor's Degree,95264.0,1,18916.363262223706
4822684,54,Male,Married,0,High School,74464.0,2,35003.201724361694
1412857,66,Male,Married,1,Ph.D.,141856.0,3,183947.60693335056
5577208,45,Female,Married,4,High School,70720.0,6,393802.4661965041
3175854,72,Male,Married,2,Bachelor's Degree,102752.0,4,165085.38373151544
5312257,53,Male,Married,3,High School,74048.0,5,257121.723450666
7301313,69,Male,Married,3,High School,80704.0,5,528125.3000526953
6060602,24,Male,Single,1,High School,61984.0,2,18893.50804694561
1493470,67,Male,Married,1,High School,79872.0,3,115195.77045269671
1492662,56,Male,Single,1,High School,75296.0,2,28927.767326644505
3413633,32,Male,Single,1,Bachelor's Degree,86112.0,2,53072.40261917245
5378877,52,Male,Single,3,High School,73632.0,4,94446.0093497242
3465098,41,Male,Married,0,High School,69056.0,2,32426.793604591392
6745923,35,Male,Married,2,No Education,45760.0,4,153396.6238407607
3679758,72,Female,Single,2,No Education,61152.0,3,86812.69160585513
1105016,57,Male,Married,2,High School,75712.0,4,182778.30848881803
3975566,52,Male,Single,1,High School,73632.0,2,44079.03275520932
2603101,76,Male,Married,1,High School,83616.0,3,66776.81827426229
8615369,63,Male,Single,0,High School,78208.0,1,13591.210547142728
8170939,45,Female,Married,0,High School,70720.0,2,27333.65112600258
3559505,75,Female,Married,1,Bachelor's Degree,104000.0,3,67399.42282846641
7406242,50,Female,Married,1,High School,72800.0,3,52039.149159993656
8212251,33,Female,Married,0,Bachelor's Degree,86528.0,2,50572.2588810591
9644738,41,Male,Married,3,Bachelor's Degree,89856.0,5,183539.6878219209
6173189,28,Male,Single,1,Master's Degree,105248.0,2,37855.67148610677
1707476,69,Male,Single,2,High School,80704.0,3,72407.13125819634
5395796,62,Male,Single,3,Bachelor's Degree,98592.0,4,378837.7102757041
1347412,52,Female,Married,2,No Education,52832.0,4,57988.38645697982
2657063,25,Male,Single,0,No Education,41600.0,1,4576.672724276858
9149745,62,Male,Married,3,High School,77792.0,5,323200.41408587556
3910150,33,Male,Single,2,No Education,44928.0,3,42012.209892789346
5346270,52,Female,Single,1,High School,73632.0,2,46847.37652276739
7154288,33,Female,Married,2,High School,65728.0,4,77024.58315552825
9664638,46,Male,Married,2,High School,71136.0,4,100937.80106296563
5977985,76,Female,Single,4,High School,83616.0,5,333981.978615628
4574168,59,Male,Married,2,High School,76544.0,4,231406.53234731196
2485555,47,Male,Single,2,Bachelor's Degree,92352.0,3,103194.21198757886
5630537,47,Female,Married,3,High School,71552.0,5,264576.58617724996
3744819,53,Female,Married,3,Bachelor's Degree,94848.0,5,419380.40929124766
7158693,73,Male,Single,2,Bachelor's Degree,103168.0,3,125820.06547613128
6780768,47,Male,Married,0,Bachelor's Degree,92352.0,2,49948.24470630431
2691697,24,Female,Single,0,High School,61984.0,1,11615.643596572612
3652205,57,Male,Single,2,Master's Degree,117312.0,3,175698.5245169797
5344806,35,Female,Single,1,High School,66560.0,2,32053.92910862014
9840011,44,Female,Married,2,Bachelor's Degree,91104.0,4,219975.3001682535
3929734,59,Male,Married,1,High School,76544.0,3,66305.7893214123
4288247,54,Male,Married,2,High School,74464.0,4,166521.5012917323
5302656,31,Female,Married,0,Master's Degree,106496.0,2,42566.17015717541
8060512,22,Male,Single,2,Master's Degree,102752.0,3,88650.30626237395
1342921,52,Female,Married,2,Master's Degree,115232.0,4,362286.6224995955
9290555,31,Male,Single,0,High School,64896.0,1,10589.692510535306
9294876,61,Male,Single,2,High School,77376.0,3,95632.70013832029
6031038,20,Female,Married,2,Bachelor's Degree,81120.0,4,163701.098301633
7375112,77,Female,Married,2,Bachelor's Degree,104832.0,4,197179.7219866296
6291436,48,Female,Single,3,High School,71968.0,4,103580.06550635645
7179932,26,Male,Married,0,High School,62816.0,2,25952.166714047784
6083484,43,Male,Married,4,High School,69888.0,6,299885.24322649394
7567828,52,Female,Married,4,High School,73632.0,6,660091.7753151858
3405987,34,Female,Married,0,Ph.D.,128544.0,2,44436.94667755873
9880762,70,Male,Married,1,High School,81120.0,3,81874.73002900268
7156901,37,Male,Married,0,High School,67392.0,2,23463.733596340157
7052312,47,Male,Married,2,High School,71552.0,4,67868.47648537347
7320473,21,Female,Married,2,Bachelor's Degree,81536.0,4,323984.2460688555
3920893,43,Female,Married,3,High School,69888.0,5,288685.4671300909
1397474,42,Female,Married,0,High School,69472.0,2,22844.28916551321
7452339,46,Female,Married,1,High School,71136.0,3,95962.15275738288
1522787,70,Male,Single,2,Bachelor's Degree,101920.0,3,74336.62512854776
3432168,52,Female,Married,2,High School,73632.0,4,200688.1449487035
4649752,73,Female,Single,1,High School,82368.0,2,45004.923681310254
5173958,30,Female,Single,1,Bachelor's Degree,85280.0,2,33129.20050612857
5777296,27,Male,Married,1,High School,63232.0,3,88396.41230072897
5475993,21,Female,Single,1,Bachelor's Degree,81536.0,2,31511.777559285983
7149214,71,Female,Married,1,Bachelor's Degree,102336.0,3,90059.32377166899
1544051,66,Female,Single,4,High School,79456.0,5,474309.9526248353
7274010,55,Female,Married,2,High School,74880.0,4,179150.089132291
8996315,43,Male,Married,2,Master's Degree,111488.0,4,245755.9924963484
7567143,71,Male,Single,2,High School,81536.0,3,124438.85036696133
9673069,46,Male,Married,1,Ph.D.,133536.0,3,115672.95520844076
9182653,71,Male,Single,2,High School,81536.0,3,103835.50533898931
3072549,64,Female,Single,2,Ph.D.,141024.0,3,219213.24454293784
8282610,52,Male,Married,0,High School,73632.0,2,29039.487622272653
6273878,66,Female,Married,0,High School,79456.0,2,23805.841649149424
4632329,53,Male,Single,4,Bachelor's Degree,94848.0,5,342283.64068270836
1705484,20,Female,Single,0,High School,60320.0,1,10290.463381820507
2806122,25,Female,Married,0,Bachelor's Degree,83200.0,2,43981.60997858539
9550876,72,Female,Single,3,High School,81952.0,4,190707.3487686033
3928039,30,Male,Single,1,Ph.D.,126880.0,2,68651.25902634102
7428626,21,Male,Married,1,No Education,39936.0,3,48693.2933204706
5059567,44,Female,Married,1,Bachelor's Degree,91104.0,3,45103.656057386754
6559150,47,Male,Married,1,Ph.D.,133952.0,3,154749.80019012844
9637071,71,Female,Married,0,No Education,60736.0,2,17949.617168159268
7885134,47,Female,Married,2,Bachelor's Degree,92352.0,4,103425.04435566207
5964190,62,Male,Single,1,High School,77792.0,2,28876.97318184259
6633838,71,Female,Married,0,High School,81536.0,2,43306.11071139175
5770884,70,Male,Single,0,Bachelor's Degree,101920.0,1,18509.023251654755
9574033,57,Male,Single,3,Bachelor's Degree,96512.0,4,231319.2869745116
5420521,33,Male,Married,0,Bachelor's Degree,86528.0,2,25579.13988717999
3408356,26,Male,Single,2,Bachelor's Degree,83616.0,3,114045.90954142017
1325432,57,Female,Married,1,Bachelor's Degree,96512.0,3,57398.20749229535
1269072,36,Male,Married,2,High School,66976.0,4,228874.682412693
8025991,70,Male,Single,0,High School,81120.0,1,9017.55768060155
3064264,63,Female,Married,1,No Education,57408.0,3,79548.56278285428
9132354,54,Female,Married,2,High School,74464.0,4,189429.80013838407
9572284,43,Female,Single,1,High School,69888.0,2,27308.762380089865
2847419,25,Male,Single,2,Master's Degree,104000.0,3,117534.10602143995
3482319,45,Male,Single,4,High School,70720.0,5,309325.00946198474
1883408,59,Female,Married,4,Master's Degree,118144.0,6,813876.7932527751
8728569,27,Male,Single,0,High School,63232.0,1,7327.76697457128
7375636,57,Male,Married,1,Bachelor's Degree,96512.0,3,80576.33746613046
6283372,33,Male,Single,2,High School,65728.0,3,31399.867957814964
5019168,27,Female,Single,0,Bachelor's Degree,84032.0,1,12999.073401381971
8042017,20,Female,Single,1,High School,60320.0,2,35270.01972006782
8765895,30,Male,Married,2,High School,64480.0,4,175852.20882445294
6738068,39,Female,Married,0,High School,68224.0,2,28826.950076447978
5983369,49,Male,Single,1,High School,72384.0,2,36376.01242216659
5513011,24,Female,Single,0,High School,61984.0,1,11987.532693406349
1240848,41,Female,Married,1,Bachelor's Degree,89856.0,3,104243.22331511103
2895853,55,Female,Married,0,Bachelor's Degree,95680.0,2,46221.570120346274
2559776,30,Male,Single,0,Bachelor's Degree,85280.0,1,12962.756174831185
4738596,56,Male,Married,2,No Education,54496.0,4,142122.1431799293
9512664,48,Male,Married,0,High School,71968.0,2,42459.88111285538
7535511,77,Male,Married,0,High School,84032.0,2,30306.449263366638
9632265,49,Male,Married,3,No Education,51584.0,5,131776.78829658695
2684247,35,Male,Married,2,High School,66560.0,4,92126.94118540347
3335042,52,Female,Married,1,Bachelor's Degree,94432.0,3,55973.28701163673
5972577,30,Male,Single,2,High School,64480.0,3,63749.214591368
8176791,62,Female,Married,3,High School,77792.0,5,530213.8438085213
2147444,54,Female,Married,0,High School,74464.0,2,31207.456281757717
6827583,71,Female,Married,1,Ph.D.,143936.0,3,173540.60092508525
5639667,77,Male,Single,1,Ph.D.,146432.0,2,64203.117769083205
8210891,59,Male,Married,2,High School,76544.0,4,250978.653489249
2866019,64,Female,Married,4,Bachelor's Degree,99424.0,6,622808.2813967952
5521751,56,Female,Married,1,High School,75296.0,3,108804.08957839118
7611161,68,Male,Married,2,High School,80288.0,4,204965.5321524202
8473382,50,Male,Single,0,High School,72800.0,1,14376.660386297404
8513327,35,Male,Married,1,High School,66560.0,3,99988.63654061712
8699892,34,Male,Married,1,High School,66144.0,3,49661.32290625996
3783829,59,Male,Married,1,High School,76544.0,3,89061.86270410346
5347892,45,Female,Married,2,High School,70720.0,4,219080.48607569325
9835035,37,Male,Single,1,High School,67392.0,2,35086.95794319843
2002929,41,Male,Married,2,High School,69056.0,4,156727.1676144265
4022448,41,Female,Single,4,High School,69056.0,5,379883.46264518984
4340953,53,Female,Married,1,High School,74048.0,3,72178.01824032236
4981242,51,Male,Single,0,Bachelor's Degree,94016.0,1,14532.066780980891
9662442,25,Male,Single,0,High School,62400.0,1,10032.626108358343
6383408,52,Male,Married,1,Bachelor's Degree,94432.0,3,116161.95087219667
2732104,77,Male,Single,0,High School,84032.0,1,11405.241279594948
5475037,49,Male,Married,4,High School,72384.0,6,581407.9212234777
9460086,41,Male,Married,1,High School,69056.0,3,56868.87602335973
6845401,31,Female,Married,0,High School,64896.0,2,25254.920373480913
8474530,80,Female,Married,2,High School,85280.0,4,164071.22998482705
3347267,57,Male,Married,4,High School,75712.0,6,986002.5735518881
8419866,54,Female,Married,2,Bachelor's Degree,95264.0,4,359467.32014661457
2676942,36,Male,Married,2,High School,66976.0,4,133844.13299047147
7426740,63,Female,Married,4,Bachelor's Degree,99008.0,6,1122103.112726004
3025790,41,Male,Married,2,High School,69056.0,4,188840.08608105124
2669458,53,Male,Married,2,High School,74048.0,4,57675.372463127285
5310059,22,Female,Single,1,Master's Degree,102752.0,2,55888.36193715969
